"slug","pokeapi_id","name","category","sprite_available","game_key"
"butter","1707","Butter","sandwich-ingredients","false","butter"
"peanutbutter","1708","Peanut Butter","sandwich-ingredients","false","peanutbutter"
"chilisauce","1709","Chili Sauce","sandwich-ingredients","false","chilisauce"
"salt","1710","Salt","sandwich-ingredients","false","salt"
"pepper","1711","Pepper","sandwich-ingredients","false","pepper"
"yogurt","1712","Yogurt","sandwich-ingredients","false","yogurt"
"whippedcream","1713","Whipped Cream","sandwich-ingredients","false","whippedcream"
"creamcheese","1714","Cream Cheese","sandwich-ingredients","false","creamcheese"
"jam","1715","Jam","sandwich-ingredients","false","jam"
"marmalade","1716","Marmalade","sandwich-ingredients","false","marmalade"
"oliveoil","1717","Olive Oil","sandwich-ingredients","false","oliveoil"
"vinegar","1718","Vinegar","sandwich-ingredients","false","vinegar"
"sweetherbamystica","1719","Sweet Herba Mystica","sandwich-ingredients","false","sweetherbamystica"
"saltyherbamystica","1720","Salty Herba Mystica","sandwich-ingredients","false","saltyherbamystica"
"sourherbamystica","1721","Sour Herba Mystica","sandwich-ingredients","false","sourherbamystica"
"bitterherbamystica","1722","Bitter Herba Mystica","sandwich-ingredients","false","bitterherbamystica"
"spicyherbamystica","1723","Spicy Herba Mystica","sandwich-ingredients","false","spicyherbamystica"
"lettuce","1724","Lettuce","sandwich-ingredients","false","lettuce"
"tomato","1725","Tomato","sandwich-ingredients","false","tomato"
"cherrytomatoes","1726","Cherry Tomatoes","sandwich-ingredients","false","cherrytomatoes"
"cucumber","1727","Cucumber","sandwich-ingredients","false","cucumber"
"pickle","1728","Pickle","sandwich-ingredients","false","pickle"
"onion","1729","Onion","sandwich-ingredients","false","onion"
"redonion","1730","Red Onion","sandwich-ingredients","false","redonion"
"greenbellpepper","1731","Green Bell Pepper","sandwich-ingredients","false","greenbellpepper"
"redbellpepper","1732","Red Bell Pepper","sandwich-ingredients","false","redbellpepper"
"yellowbellpepper","1733","Yellow Bell Pepper","sandwich-ingredients","false","yellowbellpepper"
"avocado","1734","Avocado","sandwich-ingredients","false","avocado"
"bacon","1735","Bacon","sandwich-ingredients","false","bacon"
"ham","1736","Ham","sandwich-ingredients","false","ham"
"prosciutto","1737","Prosciutto","sandwich-ingredients","false","prosciutto"
"chorizo","1738","Chorizo","sandwich-ingredients","false","chorizo"
"herbedsausage","1739","Herbed Sausage","sandwich-ingredients","false","herbedsausage"
"hamburger","1740","Hamburger","sandwich-ingredients","false","hamburger"
"klawfstick","1741","Klawf Stick","sandwich-ingredients","false","klawfstick"
"smokedfillet","1742","Smoked Fillet","sandwich-ingredients","false","smokedfillet"
"friedfillet","1743","Fried Fillet","sandwich-ingredients","false","friedfillet"
"egg","1744","Egg","sandwich-ingredients","false","egg"
"potatotortilla","1745","Potato Tortilla","sandwich-ingredients","false","potatotortilla"
"tofu","1746","Tofu","sandwich-ingredients","false","tofu"
"rice","1747","Rice","sandwich-ingredients","false","rice"
"noodles","1748","Noodles","sandwich-ingredients","false","noodles"
"potatosalad","1749","Potato Salad","sandwich-ingredients","false","potatosalad"
"cheese","1750","Cheese","sandwich-ingredients","false","cheese"
"banana","1751","Banana","sandwich-ingredients","false","banana"
"strawberry","1752","Strawberry","sandwich-ingredients","false","strawberry"
"apple","1753","Apple","sandwich-ingredients","false","apple"
"kiwi","1754","Kiwi","sandwich-ingredients","false","kiwi"
"pineapple","1755","Pineapple","sandwich-ingredients","false","pineapple"
"jalapeno","1756","Jalapeño","sandwich-ingredients","false","jalapeno"
"horseradish","1757","Horseradish","sandwich-ingredients","false","horseradish"
"currypowder","1758","Curry Powder","sandwich-ingredients","false","currypowder"
"wasabi","1759","Wasabi","sandwich-ingredients","false","wasabi"
"watercress","1760","Watercress","sandwich-ingredients","false","watercress"
"basil","1761","Basil","sandwich-ingredients","false","basil"
"venonatfang","1762","Venonat Fang","tm-materials","false","venonatfang"
"diglettdirt","1763","Diglett Dirt","tm-materials","false","diglettdirt"
"meowthfur","1764","Meowth Fur","tm-materials","false","meowthfur"
"psyduckdown","1765","Psyduck Down","tm-materials","false","psyduckdown"
"mankeyfur","1766","Mankey Fur","tm-materials","false","mankeyfur"
"growlithefur","1767","Growlithe Fur","tm-materials","false","growlithefur"
"slowpokeclaw","1768","Slowpoke Claw","tm-materials","false","slowpokeclaw"
"magnemitescrew","1769","Magnemite Screw","tm-materials","false","magnemitescrew"
"grimertoxin","1770","Grimer Toxin","tm-materials","false","grimertoxin"
"shellderpearl","1771","Shellder Pearl","tm-materials","false","shellderpearl"
"gastlygas","1772","Gastly Gas","tm-materials","false","gastlygas"
"drowzeefur","1773","Drowzee Fur","tm-materials","false","drowzeefur"
"voltorbsparks","1774","Voltorb Sparks","tm-materials","false","voltorbsparks"
"scytherclaw","1775","Scyther Claw","tm-materials","false","scytherclaw"
"tauroshair","1776","Tauros Hair","tm-materials","false","tauroshair"
"magikarpscales","1777","Magikarp Scales","tm-materials","false","magikarpscales"
"dittogoo","1778","Ditto Goo","tm-materials","false","dittogoo"
"eeveefur","1779","Eevee Fur","tm-materials","false","eeveefur"
"dratiniscales","1780","Dratini Scales","tm-materials","false","dratiniscales"
"pichufur","1781","Pichu Fur","tm-materials","false","pichufur"
"igglybufffluff","1782","Igglybuff Fluff","tm-materials","false","igglybufffluff"
"mareepwool","1783","Mareep Wool","tm-materials","false","mareepwool"
"hoppipleaf","1784","Hoppip Leaf","tm-materials","false","hoppipleaf"
"sunkernleaf","1785","Sunkern Leaf","tm-materials","false","sunkernleaf"
"murkrowbauble","1786","Murkrow Bauble","tm-materials","false","murkrowbauble"
"misdreavustears","1787","Misdreavus Tears","tm-materials","false","misdreavustears"
"girafarigfur","1788","Girafarig Fur","tm-materials","false","girafarigfur"
"pinecohusk","1789","Pineco Husk","tm-materials","false","pinecohusk"
"dunsparcescales","1790","Dunsparce Scales","tm-materials","false","dunsparcescales"
"qwilfishspines","1791","Qwilfish Spines","tm-materials","false","qwilfishspines"
"heracrossclaw","1792","Heracross Claw","tm-materials","false","heracrossclaw"
"sneaselclaw","1793","Sneasel Claw","tm-materials","false","sneaselclaw"
"teddiursaclaw","1794","Teddiursa Claw","tm-materials","false","teddiursaclaw"
"delibirdparcel","1795","Delibird Parcel","tm-materials","false","delibirdparcel"
"houndourfang","1796","Houndour Fang","tm-materials","false","houndourfang"
"phanpynail","1797","Phanpy Nail","tm-materials","false","phanpynail"
"stantlerhair","1798","Stantler Hair","tm-materials","false","stantlerhair"
"larvitarclaw","1799","Larvitar Claw","tm-materials","false","larvitarclaw"
"wingullfeather","1800","Wingull Feather","tm-materials","false","wingullfeather"
"raltsdust","1801","Ralts Dust","tm-materials","false","raltsdust"
"surskitsyrup","1802","Surskit Syrup","tm-materials","false","surskitsyrup"
"shroomishspores","1803","Shroomish Spores","tm-materials","false","shroomishspores"
"slakothfur","1804","Slakoth Fur","tm-materials","false","slakothfur"
"makuhitasweat","1805","Makuhita Sweat","tm-materials","false","makuhitasweat"
"azurillfur","1806","Azurill Fur","tm-materials","false","azurillfur"
"sableyegem","1807","Sableye Gem","tm-materials","false","sableyegem"
"medititesweat","1808","Meditite Sweat","tm-materials","false","medititesweat"
"gulpinmucus","1809","Gulpin Mucus","tm-materials","false","gulpinmucus"
"numellava","1810","Numel Lava","tm-materials","false","numellava"
"torkoalcoal","1811","Torkoal Coal","tm-materials","false","torkoalcoal"
"spoinkpearl","1812","Spoink Pearl","tm-materials","false","spoinkpearl"
"cacneaneedle","1813","Cacnea Needle","tm-materials","false","cacneaneedle"
"swablufluff","1814","Swablu Fluff","tm-materials","false","swablufluff"
"zangooseclaw","1815","Zangoose Claw","tm-materials","false","zangooseclaw"
"seviperfang","1816","Seviper Fang","tm-materials","false","seviperfang"
"barboachslime","1817","Barboach Slime","tm-materials","false","barboachslime"
"shuppetscrap","1818","Shuppet Scrap","tm-materials","false","shuppetscrap"
"tropiusleaf","1819","Tropius Leaf","tm-materials","false","tropiusleaf"
"snoruntfur","1820","Snorunt Fur","tm-materials","false","snoruntfur"
"luvdiscscales","1821","Luvdisc Scales","tm-materials","false","luvdiscscales"
"bagonscales","1822","Bagon Scales","tm-materials","false","bagonscales"
"starlyfeather","1823","Starly Feather","tm-materials","false","starlyfeather"
"kricketotshell","1824","Kricketot Shell","tm-materials","false","kricketotshell"
"shinxfang","1825","Shinx Fang","tm-materials","false","shinxfang"
"combeehoney","1826","Combee Honey","tm-materials","false","combeehoney"
"pachirisufur","1827","Pachirisu Fur","tm-materials","false","pachirisufur"
"buizelfur","1828","Buizel Fur","tm-materials","false","buizelfur"
"shellosmucus","1829","Shellos Mucus","tm-materials","false","shellosmucus"
"drifloongas","1830","Drifloon Gas","tm-materials","false","drifloongas"
"stunkyfur","1831","Stunky Fur","tm-materials","false","stunkyfur"
"bronzorfragment","1832","Bronzor Fragment","tm-materials","false","bronzorfragment"
"bonslytears","1833","Bonsly Tears","tm-materials","false","bonslytears"
"happinydust","1834","Happiny Dust","tm-materials","false","happinydust"
"spiritombfragment","1835","Spiritomb Fragment","tm-materials","false","spiritombfragment"
"giblescales","1836","Gible Scales","tm-materials","false","giblescales"
"riolufur","1837","Riolu Fur","tm-materials","false","riolufur"
"hippopotassand","1838","Hippopotas Sand","tm-materials","false","hippopotassand"
"croagunkpoison","1839","Croagunk Poison","tm-materials","false","croagunkpoison"
"finneonscales","1840","Finneon Scales","tm-materials","false","finneonscales"
"snoverberries","1841","Snover Berries","tm-materials","false","snoverberries"
"rotomsparks","1842","Rotom Sparks","tm-materials","false","rotomsparks"
"petililleaf","1843","Petilil Leaf","tm-materials","false","petililleaf"
"basculinfang","1844","Basculin Fang","tm-materials","false","basculinfang"
"sandileclaw","1845","Sandile Claw","tm-materials","false","sandileclaw"
"zoruafur","1846","Zorua Fur","tm-materials","false","zoruafur"
"gothitaeyelash","1847","Gothita Eyelash","tm-materials","false","gothitaeyelash"
"deerlinghair","1848","Deerling Hair","tm-materials","false","deerlinghair"
"foongusspores","1849","Foongus Spores","tm-materials","false","foongusspores"
"alomomolamucus","1850","Alomomola Mucus","tm-materials","false","alomomolamucus"
"tynamoslime","1851","Tynamo Slime","tm-materials","false","tynamoslime"
"axewscales","1852","Axew Scales","tm-materials","false","axewscales"
"cubchoofur","1853","Cubchoo Fur","tm-materials","false","cubchoofur"
"cryogonalice","1854","Cryogonal Ice","tm-materials","false","cryogonalice"
"pawniardblade","1855","Pawniard Blade","tm-materials","false","pawniardblade"
"ruffletfeather","1856","Rufflet Feather","tm-materials","false","ruffletfeather"
"deinoscales","1857","Deino Scales","tm-materials","false","deinoscales"
"larvestafuzz","1858","Larvesta Fuzz","tm-materials","false","larvestafuzz"
"fletchlingfeather","1859","Fletchling Feather","tm-materials","false","fletchlingfeather"
"scatterbugpowder","1860","Scatterbug Powder","tm-materials","false","scatterbugpowder"
"litleotuft","1861","Litleo Tuft","tm-materials","false","litleotuft"
"flabebepollen","1862","Flabébé Pollen","tm-materials","false","flabebepollen"
"skiddoleaf","1863","Skiddo Leaf","tm-materials","false","skiddoleaf"
"skrelpkelp","1864","Skrelp Kelp","tm-materials","false","skrelpkelp"
"clauncherclaw","1865","Clauncher Claw","tm-materials","false","clauncherclaw"
"hawluchadown","1866","Hawlucha Down","tm-materials","false","hawluchadown"
"dedennefur","1867","Dedenne Fur","tm-materials","false","dedennefur"
"goomygoo","1868","Goomy Goo","tm-materials","false","goomygoo"
"klefkikey","1869","Klefki Key","tm-materials","false","klefkikey"
"bergmiteice","1870","Bergmite Ice","tm-materials","false","bergmiteice"
"noibatfur","1871","Noibat Fur","tm-materials","false","noibatfur"
"yungoosfur","1872","Yungoos Fur","tm-materials","false","yungoosfur"
"crabrawlershell","1873","Crabrawler Shell","tm-materials","false","crabrawlershell"
"oricoriofeather","1874","Oricorio Feather","tm-materials","false","oricoriofeather"
"rockruffrock","1875","Rockruff Rock","tm-materials","false","rockruffrock"
"mareaniespike","1876","Mareanie Spike","tm-materials","false","mareaniespike"
"mudbraymud","1877","Mudbray Mud","tm-materials","false","mudbraymud"
"fomantisleaf","1878","Fomantis Leaf","tm-materials","false","fomantisleaf"
"salanditgas","1879","Salandit Gas","tm-materials","false","salanditgas"
"bounsweetsweat","1880","Bounsweet Sweat","tm-materials","false","bounsweetsweat"
"orangurufur","1881","Oranguru Fur","tm-materials","false","orangurufur"
"passimianfur","1882","Passimian Fur","tm-materials","false","passimianfur"
"sandygastsand","1883","Sandygast Sand","tm-materials","false","sandygastsand"
"komalaclaw","1884","Komala Claw","tm-materials","false","komalaclaw"
"mimikyuscrap","1885","Mimikyu Scrap","tm-materials","false","mimikyuscrap"
"bruxishtooth","1886","Bruxish Tooth","tm-materials","false","bruxishtooth"
"chewtleclaw","1887","Chewtle Claw","tm-materials","false","chewtleclaw"
"skwovetfur","1888","Skwovet Fur","tm-materials","false","skwovetfur"
"arrokudascales","1889","Arrokuda Scales","tm-materials","false","arrokudascales"
"rookideefeather","1890","Rookidee Feather","tm-materials","false","rookideefeather"
"toxelsparks","1891","Toxel Sparks","tm-materials","false","toxelsparks"
"falinkssweat","1892","Falinks Sweat","tm-materials","false","falinkssweat"
"cufanttarnish","1893","Cufant Tarnish","tm-materials","false","cufanttarnish"
"rolycolycoal","1894","Rolycoly Coal","tm-materials","false","rolycolycoal"
"silicobrasand","1895","Silicobra Sand","tm-materials","false","silicobrasand"
"indeedeefur","1896","Indeedee Fur","tm-materials","false","indeedeefur"
"pincurchinspines","1897","Pincurchin Spines","tm-materials","false","pincurchinspines"
"snomthread","1898","Snom Thread","tm-materials","false","snomthread"
"impidimphair","1899","Impidimp Hair","tm-materials","false","impidimphair"
"applinjuice","1900","Applin Juice","tm-materials","false","applinjuice"
"sinisteachip","1901","Sinistea Chip","tm-materials","false","sinisteachip"
"hatennadust","1902","Hatenna Dust","tm-materials","false","hatennadust"
"stonjournerstone","1903","Stonjourner Stone","tm-materials","false","stonjournerstone"
"eiscuedown","1904","Eiscue Down","tm-materials","false","eiscuedown"
"dreepypowder","1905","Dreepy Powder","tm-materials","false","dreepypowder"
"lechonkhair","1906","Lechonk Hair","tm-materials","false","lechonkhair"
"tarountulathread","1907","Tarountula Thread","tm-materials","false","tarountulathread"
"nymbleclaw","1908","Nymble Claw","tm-materials","false","nymbleclaw"
"rellormud","1909","Rellor Mud","tm-materials","false","rellormud"
"greavardwax","1910","Greavard Wax","tm-materials","false","greavardwax"
"flittledown","1911","Flittle Down","tm-materials","false","flittledown"
"wiglettsand","1912","Wiglett Sand","tm-materials","false","wiglettsand"
"dondozowhisker","1913","Dondozo Whisker","tm-materials","false","dondozowhisker"
"veluzafillet","1914","Veluza Fillet","tm-materials","false","veluzafillet"
"finizenmucus","1915","Finizen Mucus","tm-materials","false","finizenmucus"
"smolivoil","1916","Smoliv Oil","tm-materials","false","smolivoil"
"capsakidseed","1917","Capsakid Seed","tm-materials","false","capsakidseed"
"tadbulbmucus","1918","Tadbulb Mucus","tm-materials","false","tadbulbmucus"
"varoomfume","1919","Varoom Fume","tm-materials","false","varoomfume"
"orthwormtarnish","1920","Orthworm Tarnish","tm-materials","false","orthwormtarnish"
"tandemausfur","1921","Tandemaus Fur","tm-materials","false","tandemausfur"
"cetoddlegrease","1922","Cetoddle Grease","tm-materials","false","cetoddlegrease"
"frigibaxscales","1923","Frigibax Scales","tm-materials","false","frigibaxscales"
"tatsugiriscales","1924","Tatsugiri Scales","tm-materials","false","tatsugiriscales"
"cyclizarscales","1925","Cyclizar Scales","tm-materials","false","cyclizarscales"
"pawmifur","1926","Pawmi Fur","tm-materials","false","pawmifur"
"wattrelfeather","1927","Wattrel Feather","tm-materials","false","wattrelfeather"
"bombirdierfeather","1928","Bombirdier Feather","tm-materials","false","bombirdierfeather"
"squawkabillyfeather","1929","Squawkabilly Feather","tm-materials","false","squawkabillyfeather"
"flamigodown","1930","Flamigo Down","tm-materials","false","flamigodown"
"klawfclaw","1931","Klawf Claw","tm-materials","false","klawfclaw"
"naclisalt","1932","Nacli Salt","tm-materials","false","naclisalt"
"glimmetcrystal","1933","Glimmet Crystal","tm-materials","false","glimmetcrystal"
"shroodleink","1934","Shroodle Ink","tm-materials","false","shroodleink"
"fidoughfur","1935","Fidough Fur","tm-materials","false","fidoughfur"
"maschifffang","1936","Maschiff Fang","tm-materials","false","maschifffang"
"bramblintwig","1937","Bramblin Twig","tm-materials","false","bramblintwig"
"gimmighoulcoin","1938","Gimmighoul Coin","tm-materials","false","gimmighoulcoin"
"tinkatinkhair","1939","Tinkatink Hair","tm-materials","false","tinkatinkhair"
"charcadetsoot","1940","Charcadet Soot","tm-materials","false","charcadetsoot"
"toedscoolflaps","1941","Toedscool Flaps","tm-materials","false","toedscoolflaps"
"wooperslime","1942","Wooper Slime","tm-materials","false","wooperslime"
"tm101","1944","TM101","all-machines","true","tm101"
"tm102","1945","TM102","all-machines","true","tm102"
"tm103","1946","TM103","all-machines","true","tm103"
"tm104","1947","TM104","all-machines","true","tm104"
"tm105","1948","TM105","all-machines","true","tm105"
"tm106","1949","TM106","all-machines","true","tm106"
"tm107","1950","TM107","all-machines","true","tm107"
"tm108","1951","TM108","all-machines","true","tm108"
"tm109","1952","TM109","all-machines","true","tm109"
"tm110","1953","TM110","all-machines","true","tm110"
"tm111","1954","TM111","all-machines","true","tm111"
"tm112","1955","TM112","all-machines","true","tm112"
"tm113","1956","TM113","all-machines","true","tm113"
"tm114","1957","TM114","all-machines","true","tm114"
"tm115","1958","TM115","all-machines","true","tm115"
"tm116","1959","TM116","all-machines","true","tm116"
"tm117","1960","TM117","all-machines","true","tm117"
"tm118","1961","TM118","all-machines","true","tm118"
"tm119","1962","TM119","all-machines","true","tm119"
"tm120","1963","TM120","all-machines","true","tm120"
"tm121","1964","TM121","all-machines","true","tm121"
"tm122","1965","TM122","all-machines","true","tm122"
"tm123","1966","TM123","all-machines","true","tm123"
"tm124","1967","TM124","all-machines","true","tm124"
"tm125","1968","TM125","all-machines","true","tm125"
"tm126","1969","TM126","all-machines","true","tm126"
"tm127","1970","TM127","all-machines","true","tm127"
"tm128","1971","TM128","all-machines","true","tm128"
"tm129","1972","TM129","all-machines","true","tm129"
"tm130","1973","TM130","all-machines","true","tm130"
"tm131","1974","TM131","all-machines","true","tm131"
"tm132","1975","TM132","all-machines","true","tm132"
"tm133","1976","TM133","all-machines","true","tm133"
"tm134","1977","TM134","all-machines","true","tm134"
"tm135","1978","TM135","all-machines","true","tm135"
"tm136","1979","TM136","all-machines","true","tm136"
"tm137","1980","TM137","all-machines","true","tm137"
"tm138","1981","TM138","all-machines","true","tm138"
"tm139","1982","TM139","all-machines","true","tm139"
"tm140","1983","TM140","all-machines","true","tm140"
"tm141","1984","TM141","all-machines","true","tm141"
"tm142","1985","TM142","all-machines","true","tm142"
"tm143","1986","TM143","all-machines","true","tm143"
"tm144","1987","TM144","all-machines","true","tm144"
"tm145","1988","TM145","all-machines","true","tm145"
"tm146","1989","TM146","all-machines","true","tm146"
"tm147","1990","TM147","all-machines","true","tm147"
"tm148","1991","TM148","all-machines","true","tm148"
"tm149","1992","TM149","all-machines","true","tm149"
"tm150","1993","TM150","all-machines","true","tm150"
"tm151","1994","TM151","all-machines","true","tm151"
"tm152","1995","TM152","all-machines","true","tm152"
"tm153","1996","TM153","all-machines","true","tm153"
"tm154","1997","TM154","all-machines","true","tm154"
"tm155","1998","TM155","all-machines","true","tm155"
"tm156","1999","TM156","all-machines","true","tm156"
"tm157","2000","TM157","all-machines","true","tm157"
"tm158","2001","TM158","all-machines","true","tm158"
"tm159","2002","TM159","all-machines","true","tm159"
"tm160","2003","TM160","all-machines","true","tm160"
"tm161","2004","TM161","all-machines","true","tm161"
"tm162","2005","TM162","all-machines","true","tm162"
"tm163","2006","TM163","all-machines","true","tm163"
"tm164","2007","TM164","all-machines","true","tm164"
"tm165","2008","TM165","all-machines","true","tm165"
"tm166","2009","TM166","all-machines","true","tm166"
"tm167","2010","TM167","all-machines","true","tm167"
"tm168","2011","TM168","all-machines","true","tm168"
"tm169","2012","TM169","all-machines","true","tm169"
"tm170","2013","TM170","all-machines","true","tm170"
"tm171","2014","TM171","all-machines","true","tm171"
"picnicset","2015","Picnic Set","picnic","false","picnicset"
"academybottle","2016","Academy Bottle","picnic","false","academybottle"
"polkadotbottle","2018","Polka-Dot Bottle","picnic","false","polkadotbottle"
"stripedbottle","2019","Striped Bottle","picnic","false","stripedbottle"
"diamondbottle","2020","Diamond Bottle","picnic","false","diamondbottle"
"academycup","2021","Academy Cup","picnic","false","academycup"
"stripedcup","2023","Striped Cup","picnic","false","stripedcup"
"polkadotcup","2024","Polka-Dot Cup","picnic","false","polkadotcup"
"flowerpatterncup","2025","Flower Pattern Cup","picnic","false","flowerpatterncup"
"academytablecloth","2026","Academy Tablecloth","picnic","false","academytablecloth"
"whimsicaltablecloth","2028","Whimsical Tablecloth","picnic","false","whimsicaltablecloth"
"leafytablecloth","2029","Leafy Tablecloth","picnic","false","leafytablecloth"
"spookytablecloth","2030","Spooky Tablecloth","picnic","false","spookytablecloth"
"academyball","2031","Academy Ball","picnic","false","academyball"
"marillball","2033","Marill Ball","picnic","false","marillball"
"yarnball","2034","Yarn Ball","picnic","false","yarnball"
"cyberball","2035","Cyber Ball","picnic","false","cyberball"
"goldpick","2036","Gold Pick","picnic","false","goldpick"
"silverpick","2037","Silver Pick","picnic","false","silverpick"
"redflagpick","2038","Red-Flag Pick","picnic","false","redflagpick"
"blueflagpick","2039","Blue-Flag Pick","picnic","false","blueflagpick"
"pikapikapick","2040","Pika-Pika Pick","picnic","false","pikapikapick"
"winkingpikapick","2041","Winking Pika Pick","picnic","false","winkingpikapick"
"veeveepick","2042","Vee-Vee Pick","picnic","false","veeveepick"
"smilingveepick","2043","Smiling Vee Pick","picnic","false","smilingveepick"
"bluepokeballpick","2044","Blue Poké Ball Pick","picnic","false","bluepokeballpick"
"auspiciousarmor","2045","Auspicious Armor","picnic","false","auspiciousarmor"
"leaderscrest","2046","Leader’s Crest","picnic","false","leaderscrest"
"pinkbottle","2047","Pink Bottle","picnic","false","pinkbottle"
"bluebottle","2048","Blue Bottle","picnic","false","bluebottle"
"yellowbottle","2049","Yellow Bottle","picnic","false","yellowbottle"
"steelbottler","2050","Steel Bottle (R)","picnic","false","steelbottler"
"steelbottley","2051","Steel Bottle (Y)","picnic","false","steelbottley"
"steelbottleb","2052","Steel Bottle (B)","picnic","false","steelbottleb"
"silverbottle","2053","Silver Bottle","picnic","false","silverbottle"
"barredcup","2054","Barred Cup","picnic","false","barredcup"
"diamondpatterncup","2055","Diamond Pattern Cup","picnic","false","diamondpatterncup"
"firepatterncup","2056","Fire Pattern Cup","picnic","false","firepatterncup"
"pinkcup","2057","Pink Cup","picnic","false","pinkcup"
"bluecup","2058","Blue Cup","picnic","false","bluecup"
"yellowcup","2059","Yellow Cup","picnic","false","yellowcup"
"pikachucup","2060","Pikachu Cup","picnic","false","pikachucup"
"eeveecup","2061","Eevee Cup","picnic","false","eeveecup"
"slowpokecup","2062","Slowpoke Cup","picnic","false","slowpokecup"
"silvercup","2063","Silver Cup","picnic","false","silvercup"
"exerciseball","2064","Exercise Ball","picnic","false","exerciseball"
"plaidtableclothy","2065","Plaid Tablecloth (Y)","picnic","false","plaidtableclothy"
"plaidtableclothb","2066","Plaid Tablecloth (B)","picnic","false","plaidtableclothb"
"plaidtableclothr","2067","Plaid Tablecloth (R)","picnic","false","plaidtableclothr"
"bwgrasstablecloth","2068","B&W Grass Tablecloth","picnic","false","bwgrasstablecloth"
"battletablecloth","2069","Battle Tablecloth","picnic","false","battletablecloth"
"monstroustablecloth","2070","Monstrous Tablecloth","picnic","false","monstroustablecloth"
"stripedtablecloth","2071","Striped Tablecloth","picnic","false","stripedtablecloth"
"diamondtablecloth","2072","Diamond Tablecloth","picnic","false","diamondtablecloth"
"polkadottablecloth","2073","Polka-Dot Tablecloth","picnic","false","polkadottablecloth"
"lilactablecloth","2074","Lilac Tablecloth","picnic","false","lilactablecloth"
"minttablecloth","2075","Mint Tablecloth","picnic","false","minttablecloth"
"peachtablecloth","2076","Peach Tablecloth","picnic","false","peachtablecloth"
"yellowtablecloth","2077","Yellow Tablecloth","picnic","false","yellowtablecloth"
"bluetablecloth","2078","Blue Tablecloth","picnic","false","bluetablecloth"
"pinktablecloth","2079","Pink Tablecloth","picnic","false","pinktablecloth"
"goldbottle","2080","Gold Bottle","picnic","false","goldbottle"
"bronzebottle","2081","Bronze Bottle","picnic","false","bronzebottle"
"goldcup","2082","Gold Cup","picnic","false","goldcup"
"bronzecup","2083","Bronze Cup","picnic","false","bronzecup"
"greenpokeballpick","2084","Green Poké Ball Pick","picnic","false","greenpokeballpick"
"redpokeballpick","2085","Red Poké Ball Pick","picnic","false","redpokeballpick"
"partysparklerpick","2086","Party Sparkler Pick","picnic","false","partysparklerpick"
"heroicswordpick","2087","Heroic Sword Pick","picnic","false","heroicswordpick"
"magicalstarpick","2088","Magical Star Pick","picnic","false","magicalstarpick"
"magicalheartpick","2089","Magical Heart Pick","picnic","false","magicalheartpick"
"parasolpick","2090","Parasol Pick","picnic","false","parasolpick"
"blueskyflowerpick","2091","Blue-Sky Flower Pick","picnic","false","blueskyflowerpick"
"sunsetflowerpick","2092","Sunset Flower Pick","picnic","false","sunsetflowerpick"
"sunriseflowerpick","2093","Sunrise Flower Pick","picnic","false","sunriseflowerpick"
"bluedish","2094","Blue Dish","picnic","false","bluedish"
"greendish","2095","Green Dish","picnic","false","greendish"
"orangedish","2096","Orange Dish","picnic","false","orangedish"
"reddish","2097","Red Dish","picnic","false","reddish"
"whitedish","2098","White Dish","picnic","false","whitedish"
"yellowdish","2099","Yellow Dish","picnic","false","yellowdish"
"rotostick","2100","Roto Stick","gameplay","false","rotostick"
"tealstylecard","2101","Teal Style Card","gameplay","false","tealstylecard"
"tealmask","2102","Teal Mask","event-items","false","tealmask"
"glimmeringcharm","2103","Glimmering Charm","gameplay","false","glimmeringcharm"
"crystalcluster","2104","Crystal Cluster","event-items","false","crystalcluster"
"fairyfeather","2105","Fairy Feather","held-items","false","fairyfeather"
"wellspringmask","2106","Wellspring Mask","held-items","false","wellspringmask"
"hearthflamemask","2107","Hearthflame Mask","held-items","false","hearthflamemask"
"cornerstonemask","2108","Cornerstone Mask","held-items","false","cornerstonemask"
"syrupyapple","2109","Syrupy Apple","evolution","false","syrupyapple"
"unremarkableteacup","2110","Unremarkable Teacup","evolution","false","unremarkableteacup"
"masterpieceteacup","2111","Masterpiece Teacup","evolution","false","masterpieceteacup"
"healthmochi","2112","Health Mochi","vitamins","false","healthmochi"
"musclemochi","2113","Muscle Mochi","vitamins","false","musclemochi"
"resistmochi","2114","Resist Mochi","vitamins","false","resistmochi"
"geniusmochi","2115","Genius Mochi","vitamins","false","geniusmochi"
"clevermochi","2116","Clever Mochi","vitamins","false","clevermochi"
"swiftmochi","2117","Swift Mochi","vitamins","false","swiftmochi"
"freshstartmochi","2118","Fresh Start Mochi","vitamins","false","freshstartmochi"
"ekansfang","2119","Ekans Fang","tm-materials","false","ekansfang"
"sandshrewclaw","2120","Sandshrew Claw","tm-materials","false","sandshrewclaw"
"cleffafur","2121","Cleffa Fur","tm-materials","false","cleffafur"
"vulpixfur","2122","Vulpix Fur","tm-materials","false","vulpixfur"
"poliwagslime","2123","Poliwag Slime","tm-materials","false","poliwagslime"
"bellsproutvine","2124","Bellsprout Vine","tm-materials","false","bellsproutvine"
"geodudefragment","2125","Geodude Fragment","tm-materials","false","geodudefragment"
"koffinggas","2126","Koffing Gas","tm-materials","false","koffinggas"
"munchlaxfang","2127","Munchlax Fang","tm-materials","false","munchlaxfang"
"sentretfur","2128","Sentret Fur","tm-materials","false","sentretfur"
